Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination
GCA_003458205.1	ASM345820v1	Megamonas rupellensis		AF27-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTP01	67	99.43	4.73
GCF_003458205.1	ASM345820v1	Megamonas rupellensis		AF27-12					GCF_003458205.1-RS_2024_09_17	Scaffold	2018-09-05	QRTP01	67	99.43	4.73
GCA_003439345.1	ASM343934v1	Thomasclavelia spiroformis		OM02-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSVF01	91	98.74	1.26
GCF_003439345.1	ASM343934v1	Thomasclavelia spiroformis		OM02-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSVF01	91	98.74	1.26
GCA_003467225.1	ASM346722v1	Eubacterium ventriosum		AM42-30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSFV01	128	91.2	1.27
GCF_003467225.1	ASM346722v1	Eubacterium ventriosum		AM42-30					GCF_003467225.1-RS_2024_07_12	Scaffold	2018-09-06	QSFV01	128	91.2	1.27
GCA_003468665.1	ASM346866v1	Eubacterium ventriosum		AM32-23AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIU01	151	91.92	
GCF_003468665.1	ASM346866v1	Eubacterium ventriosum		AM32-23AC					GCF_003468665.1-RS_2024_04_14	Scaffold	2018-09-06	QSIU01	151	91.92	
GCA_003603115.1	ASM360311v1	Coprococcus sp. AF19-8AC		AF19-8AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTMI01	15	73.99	14.5
GCF_003603115.1	ASM360311v1	Coprococcus sp. AF19-8AC		AF19-8AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTMI01	15	73.99	14.5
GCA_003473825.1	ASM347382v1	Roseburia sp. AM16-25		AM16-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCW01	15	75.09	5.11
GCF_003473825.1	ASM347382v1	Roseburia sp. AM16-25		AM16-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCW01	15	75.09	5.11
GCA_003434675.1	ASM343467v1	Coprococcus sp. AM14-16		AM14-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLL01	12	75.51	12.74
GCF_003434675.1	ASM343467v1	Coprococcus sp. AM14-16		AM14-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLL01	12	75.51	12.74
GCA_003478275.1	ASM347827v1	Roseburia sp. AM51-8		AM51-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUEY01		63.22	3.89
GCF_003478275.1	ASM347827v1	Roseburia sp. AM51-8		AM51-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUEY01		63.22	3.89
GCA_003603595.1	ASM360359v1	Streptococcus sp. AM28-20		AM28-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNK01	6	99.87	
GCF_003603595.1	ASM360359v1	Streptococcus sp. AM28-20		AM28-20					GCF_003603595.1-RS_2024_05_30	Scaffold	2018-10-01	QTNK01	6	99.87	
GCA_003438245.1	ASM343824v1	Streptococcus ilei		OM06-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTR01	8	100	
GCF_003438245.1	ASM343824v1	Streptococcus ilei		OM06-9					GCF_003438245.1-RS_2024_04_27	Scaffold	2018-08-31	QSTR01	8	100	
GCA_003480665.1	ASM348066v1	Clostridium sp. AM28-20LB		AM28-20LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJN01	25	100	0.62
GCF_003480665.1	ASM348066v1	Clostridium sp. AM28-20LB		AM28-20LB					GCF_003480665.1-RS_2024_05_28	Scaffold	2018-09-06	QUJN01	25	100	0.62
GCA_003461085.1	ASM346108v1	Clostridium sp. AF23-6LB		AF23-6LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWK01	7	98.55	0.62
GCF_003461085.1	ASM346108v1	Clostridium sp. AF23-6LB		AF23-6LB					GCF_003461085.1-RS_2024_05_28	Scaffold	2018-08-31	QTWK01	7	98.55	0.62
GCA_003479365.1	ASM347936v1	Coprococcus sp. AF16-5		AF16-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGZ01	24	74.5	13.6
GCF_003479365.1	ASM347936v1	Coprococcus sp. AF16-5		AF16-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGZ01	24	74.5	13.6
GCA_003603405.1	ASM360340v1	Streptococcus sp. AM43-2AT		AM43-2AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTND01	11	100	
GCF_003603405.1	ASM360340v1	Streptococcus sp. AM43-2AT		AM43-2AT					GCF_003603405.1-RS_2024_05_30	Scaffold	2018-10-01	QTND01	11	100	
GCA_003466525.1	ASM346652v1	Collinsella sp. TM04-9		TM04-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPT01	16	83.22	5.3
GCF_003466525.1	ASM346652v1	Collinsella sp. TM04-9		TM04-9					GCF_003466525.1-RS_2024_12_01	Scaffold	2018-08-31	QSPT01	16	83.22	5.3
GCA_003438665.1	ASM343866v1	Bacteroides sp. OM08-11		OM08-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTJ01	22	99.65	0.12
GCF_003438665.1	ASM343866v1	Bacteroides sp. OM08-11		OM08-11					GCF_003438665.1-RS_2024_08_15	Scaffold	2018-08-31	QSTJ01	22	99.65	0.12
GCA_003603295.1	ASM360329v1	Veillonella sp. AF13-2		AF13-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTMT01	14	99.92	0.05
GCF_003603295.1	ASM360329v1	Veillonella sp. AF13-2		AF13-2					GCF_003603295.1-RS_2024_05_30	Scaffold	2018-10-01	QTMT01	14	99.92	0.05
GCA_003461765.1	ASM346176v1	Roseburia sp. AF02-12		AF02-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXS01	10	79.85	9.83
GCF_003461765.1	ASM346176v1	Roseburia sp. AF02-12		AF02-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXS01	10	79.85	9.83
GCA_003474285.1	ASM347428v1	Bacteroides sp. AF39-11AC		AF39-11AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QROH01	39	99.88	
GCF_003474285.1	ASM347428v1	Bacteroides sp. AF39-11AC		AF39-11AC					GCF_003474285.1-RS_2024_08_14	Scaffold	2018-09-06	QROH01	39	99.88	
GCA_003479425.1	ASM347942v1	Odoribacter sp. AF15-53		AF15-53					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHC01	48	85.71	12.08
GCF_003479425.1	ASM347942v1	Odoribacter sp. AF15-53		AF15-53					GCF_003479425.1-RS_2024_08_15	Scaffold	2018-09-06	QUHC01	48	85.71	12.08
GCA_003461365.1	ASM346136v1	Clostridium sp. AF17-21AC		AF17-21AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWY01	15	98.55	0.72
GCF_003461365.1	ASM346136v1	Clostridium sp. AF17-21AC		AF17-21AC					GCF_003461365.1-RS_2024_05_28	Scaffold	2018-08-31	QTWY01	15	98.55	0.72
GCA_003479215.1	ASM347921v1	Clostridium sp. AF17-2		AF17-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGW01	12	98.55	0.72
GCF_003479215.1	ASM347921v1	Clostridium sp. AF17-2		AF17-2					GCF_003479215.1-RS_2024_05_28	Scaffold	2018-09-06	QUGW01	12	98.55	0.72
GCA_003461125.1	ASM346112v1	Roseburia sp. AF22-2LB		AF22-2LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWM01	25	80.82	8.59
GCF_003461125.1	ASM346112v1	Roseburia sp. AF22-2LB		AF22-2LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWM01	25	80.82	8.59
GCA_003461105.1	ASM346110v1	Roseburia sp. AF22-8AC		AF22-8AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWL01	24	80.82	8.59
GCF_003461105.1	ASM346110v1	Roseburia sp. AF22-8AC		AF22-8AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWL01	24	80.82	8.59
GCA_003471765.1	ASM347176v1	Vagococcus sp. AM17-17		AM17-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJY01	50	98.17	1.05
GCF_003471765.1	ASM347176v1	Vagococcus sp. AM17-17		AM17-17					GCF_003471765.1-RS_2024_08_15	Scaffold	2018-09-06	QRJY01	50	98.17	1.05
GCA_003481465.1	ASM348146v1	Clostridium sp. OM05-9		OM05-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULF01	16	98.55	0.72
GCF_003481465.1	ASM348146v1	Clostridium sp. OM05-9		OM05-9					GCF_003481465.1-RS_2024_05_28	Scaffold	2018-09-06	QULF01	16	98.55	0.72
GCA_003481065.1	ASM348106v1	Clostridium sp. TF11-13AC		TF11-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKJ01	28	100	0.62
GCF_003481065.1	ASM348106v1	Clostridium sp. TF11-13AC		TF11-13AC					GCF_003481065.1-RS_2024_05_28	Scaffold	2018-09-06	QUKJ01	28	100	0.62
GCA_003602895.1	ASM360289v1	Bacteroides sp. AF29-11		AF29-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLY01	31	100	0.35
GCF_003602895.1	ASM360289v1	Bacteroides sp. AF29-11		AF29-11					GCF_003602895.1-RS_2025_01_08	Scaffold	2018-10-01	QTLY01	31	100	0.35
GCA_003462545.1	ASM346254v1	Coprococcus sp. OM06-34AC		OM06-34AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZF01	21	74.82	13.59
GCF_003462545.1	ASM346254v1	Coprococcus sp. OM06-34AC		OM06-34AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZF01	21	74.82	13.59
GCA_003461725.1	ASM346172v1	Anaerostipes sp. AF04-45		AF04-45					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXQ01	26	98.44	3.33
GCF_003461725.1	ASM346172v1	Anaerostipes sp. AF04-45		AF04-45					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXQ01	26	98.44	3.33
GCA_003472565.1	ASM347256v1	Bacteroides sp. AM10-21B		AM10-21B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRME01	21	100	
GCF_003472565.1	ASM347256v1	Bacteroides sp. AM10-21B		AM10-21B					GCF_003472565.1-RS_2025_01_08	Scaffold	2018-09-06	QRME01	21	100	
GCA_003461685.1	ASM346168v1	Clostridium sp. AF12-41		AF12-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXO01	15	100	0.62
GCF_003461685.1	ASM346168v1	Clostridium sp. AF12-41		AF12-41					GCF_003461685.1-RS_2024_05_28	Scaffold	2018-08-31	QTXO01	15	100	0.62
GCA_003481165.1	ASM348116v1	Clostridium sp. TF06-15AC		TF06-15AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKS01	15	99.38	0.62
GCF_003481165.1	ASM348116v1	Clostridium sp. TF06-15AC		TF06-15AC					GCF_003481165.1-RS_2024_05_28	Scaffold	2018-09-06	QUKS01	15	99.38	0.62
GCA_003438075.1	ASM343807v1	Eubacterium sp. OM08-24		OM08-24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTA01	21	99.36	
GCF_003438075.1	ASM343807v1	Eubacterium sp. OM08-24		OM08-24					GCF_003438075.1-RS_2024_05_28	Scaffold	2018-08-31	QSTA01	21	99.36	
GCA_003602765.1	ASM360276v1	Veillonella sp. AF36-20BH		AF36-20BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLR01	22	99.77	0.05
GCF_003602765.1	ASM360276v1	Veillonella sp. AF36-20BH		AF36-20BH					GCF_003602765.1-RS_2024_05_30	Scaffold	2018-10-01	QTLR01	22	99.77	0.05
GCA_003462645.1	ASM346264v1	Roseburia sp. OM03-18		OM03-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZK01	35	80.98	9.09
GCF_003462645.1	ASM346264v1	Roseburia sp. OM03-18		OM03-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZK01	35	80.98	9.09
GCA_003462485.1	ASM346248v1	Melissococcus sp. OM08-11BH		OM08-11BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZC01	20	97.5	0.88
GCF_003462485.1	ASM346248v1	Melissococcus sp. OM08-11BH		OM08-11BH					GCF_003462485.1-RS_2024_08_15	Scaffold	2018-08-31	QTZC01	20	97.5	0.88
GCA_003479145.1	ASM347914v1	Parabacteroides sp. AF18-52		AF18-52					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGR01	49	97.56	3.33
GCF_003479145.1	ASM347914v1	Parabacteroides sp. AF18-52		AF18-52					GCF_003479145.1-RS_2024_08_15	Scaffold	2018-09-06	QUGR01	49	97.56	3.33
GCA_003480915.1	ASM348091v1	Parabacteroides sp. TM07-1AC		TM07-1AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKD01	34	97.43	2.29
GCF_003480915.1	ASM348091v1	Parabacteroides sp. TM07-1AC		TM07-1AC					GCF_003480915.1-RS_2025_01_08	Scaffold	2018-09-06	QUKD01	34	97.43	2.29
GCA_003433955.1	ASM343395v1	Anaerococcus nagyae		OF01-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVEU01	16	96.95	2.51
GCF_003433955.1	ASM343395v1	Anaerococcus nagyae		OF01-3					GCF_003433955.1-RS_2024_05_04	Scaffold	2018-08-31	QVEU01	16	96.95	2.51
GCA_003477705.1	ASM347770v1	Dorea sp. AF36-15AT		AF36-15AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDV01	26	89.71	5.63
GCF_003477705.1	ASM347770v1	Dorea sp. AF36-15AT		AF36-15AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDV01	26	89.71	5.63
GCA_003480745.1	ASM348074v1	Clostridium sp. AM27-31LB		AM27-31LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJS01	33	95.24	1.24
GCF_003480745.1	ASM348074v1	Clostridium sp. AM27-31LB		AM27-31LB					GCF_003480745.1-RS_2024_05_28	Scaffold	2018-09-06	QUJS01	33	95.24	1.24
GCA_003435815.1	ASM343581v1	Dorea sp. AM10-31		AM10-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUV01	18	87.73	6.02
GCF_003435815.1	ASM343581v1	Dorea sp. AM10-31		AM10-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUV01	18	87.73	6.02
GCA_003603945.1	ASM360394v1	Coprococcus sp. AF38-1		AF38-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGO01	15	73.78	12.85
GCF_003603945.1	ASM360394v1	Coprococcus sp. AF38-1		AF38-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGO01	15	73.78	12.85
GCA_003477535.1	ASM347753v1	Eubacterium sp. AM05-23		AM05-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDF01	37	99.36	0.64
GCF_003477535.1	ASM347753v1	Eubacterium sp. AM05-23		AM05-23					GCF_003477535.1-RS_2024_05_28	Scaffold	2018-09-06	QUDF01	37	99.36	0.64
GCA_003460065.1	ASM346006v1	Ruminococcus sp. AF17-22AC		AF17-22AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRXT01	29	99.59	2.58
GCF_003460065.1	ASM346006v1	Ruminococcus sp. AF17-22AC		AF17-22AC					GCF_003460065.1-RS_2024_07_02	Scaffold	2018-09-05	QRXT01	29	99.59	2.58
GCA_003479305.1	ASM347930v1	Alistipes sp. AF17-16		AF17-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGX01	31	94.89	2.13
GCF_003479305.1	ASM347930v1	Alistipes sp. AF17-16		AF17-16					GCF_003479305.1-RS_2024_12_18	Scaffold	2018-09-06	QUGX01	31	94.89	2.13
GCA_003438615.1	ASM343861v1	Bacteroides sp. OM08-17BH		OM08-17BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTC01	41	100	
GCF_003438615.1	ASM343861v1	Bacteroides sp. OM08-17BH		OM08-17BH					GCF_003438615.1-RS_2024_08_14	Scaffold	2018-08-31	QSTC01	41	100	
GCA_003478405.1	ASM347840v1	Faecalibacterium sp. AF28-13AC		AF28-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFG01	34	90.66	7.8
GCF_003478405.1	ASM347840v1	Faecalibacterium sp. AF28-13AC		AF28-13AC					GCF_003478405.1-RS_2024_05_28	Scaffold	2018-09-06	QUFG01	34	90.66	7.8
GCA_003482105.1	ASM348210v1	Coprococcus sp. OM04-5BH		OM04-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULM01	11	70.83	9.1
GCF_003482105.1	ASM348210v1	Coprococcus sp. OM04-5BH		OM04-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULM01	11	70.83	9.1
GCA_003479505.1	ASM347950v1	Roseburia sp. AF15-21		AF15-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHG01	33	80.12	10.23
GCF_003479505.1	ASM347950v1	Roseburia sp. AF15-21		AF15-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHG01	33	80.12	10.23
GCA_003479985.1	ASM347998v1	Clostridium sp. AM43-3BH		AM43-3BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIH01	20	100	0.62
GCF_003479985.1	ASM347998v1	Clostridium sp. AM43-3BH		AM43-3BH					GCF_003479985.1-RS_2024_05_28	Scaffold	2018-09-06	QUIH01	20	100	0.62
GCA_003466565.1	ASM346656v1	Collinsella sp. TM04-29		TM04-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPW01	18	83.22	5.34
GCF_003466565.1	ASM346656v1	Collinsella sp. TM04-29		TM04-29					GCF_003466565.1-RS_2024_08_14	Scaffold	2018-08-31	QSPW01	18	83.22	5.34
GCA_003481085.1	ASM348108v1	Coprococcus sp. TF11-13		TF11-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKK01	33	73.63	12.7
GCF_003481085.1	ASM348108v1	Coprococcus sp. TF11-13		TF11-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKK01	33	73.63	12.7
GCA_003462625.1	ASM346262v1	Roseburia sp. OM03-7AC		OM03-7AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZJ01	31	80.98	9.09
GCF_003462625.1	ASM346262v1	Roseburia sp. OM03-7AC		OM03-7AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZJ01	31	80.98	9.09
GCA_003603395.1	ASM360339v1	Bacteroides sp. AM44-19		AM44-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNB01	68	100	1.42
GCF_003603395.1	ASM360339v1	Bacteroides sp. AM44-19		AM44-19					GCF_003603395.1-RS_2025_01_08	Scaffold	2018-10-01	QTNB01	68	100	1.42
GCA_003466125.1	ASM346612v1	Collinsella sp. TM10-22		TM10-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSOC01	23	84.22	6.89
GCF_003466125.1	ASM346612v1	Collinsella sp. TM10-22		TM10-22					GCF_003466125.1-RS_2024_08_15	Scaffold	2018-08-31	QSOC01	23	84.22	6.89
GCA_003603065.1	ASM360306v1	Bacteroides sp. AF20-13LB		AF20-13LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTMH01	45	100	0.47
GCF_003603065.1	ASM360306v1	Bacteroides sp. AF20-13LB		AF20-13LB					GCF_003603065.1-RS_2024_05_30	Scaffold	2018-10-01	QTMH01	45	100	0.47
GCA_003460505.1	ASM346050v1	Eubacterium sp. AF36-5BH		AF36-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVG01	23	99.36	0.64
GCF_003460505.1	ASM346050v1	Eubacterium sp. AF36-5BH		AF36-5BH					GCF_003460505.1-RS_2024_05_28	Scaffold	2018-08-31	QTVG01	23	99.36	0.64
GCA_003477885.1	ASM347788v1	Lachnotalea sp. AF33-28		AF33-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEE01	44	97.83	1.88
GCF_003477885.1	ASM347788v1	Lachnotalea sp. AF33-28		AF33-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEE01	44	97.83	1.88
GCA_003460805.1	ASM346080v1	Roseburia sp. AF34-16		AF34-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVJ01	55	79.46	10.16
GCF_003460805.1	ASM346080v1	Roseburia sp. AF34-16		AF34-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVJ01	55	79.46	10.16
GCA_003478915.1	ASM347891v1	Roseburia sp. AF25-13LB		AF25-13LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFO01	36	81.75	11.54
GCF_003478915.1	ASM347891v1	Roseburia sp. AF25-13LB		AF25-13LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFO01	36	81.75	11.54
GCA_003478875.1	ASM347887v1	Roseburia sp. AF25-15LB		AF25-15LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFN01	36	81.77	10.47
GCF_003478875.1	ASM347887v1	Roseburia sp. AF25-15LB		AF25-15LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFN01	36	81.77	10.47
GCA_003478515.1	ASM347851v1	Roseburia sp. AF25-18LB		AF25-18LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFM01	41	81.77	11.13
GCF_003478515.1	ASM347851v1	Roseburia sp. AF25-18LB		AF25-18LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFM01	41	81.77	11.13
GCA_003461545.1	ASM346154v1	Coprococcus sp. AF16-22		AF16-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXH01	32	75.27	13.37
GCF_003461545.1	ASM346154v1	Coprococcus sp. AF16-22		AF16-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXH01	32	75.27	13.37
GCA_003438145.1	ASM343814v1	Bacteroides sp. D20		OM08-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTH01	24	100	
GCF_003438145.1	ASM343814v1	Bacteroides sp. D20		OM08-13					GCF_003438145.1-RS_2025_01_08	Scaffold	2018-08-31	QSTH01	24	100	
GCA_003460955.1	ASM346095v1	Blautia sp. AF26-2		AF26-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWD01	30	90.64	2.3
GCF_003460955.1	ASM346095v1	Blautia sp. AF26-2		AF26-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWD01	30	90.64	2.3
GCA_003479125.1	ASM347912v1	Eubacterium sp. AF19-12LB		AF19-12LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGP01	42	99.36	1.27
GCF_003479125.1	ASM347912v1	Eubacterium sp. AF19-12LB		AF19-12LB					GCF_003479125.1-RS_2024_05_28	Scaffold	2018-09-06	QUGP01	42	99.36	1.27
GCA_003477445.1	ASM347744v1	Clostridium sp. AF50-3		AF50-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDH01	61	83.99	2.19
GCF_003477445.1	ASM347744v1	Clostridium sp. AF50-3		AF50-3					GCF_003477445.1-RS_2024_05_28	Scaffold	2018-09-06	QUDH01	61	83.99	2.19
GCA_003472385.1	ASM347238v1	Sutterella sp. AM11-39		AM11-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLV01	31	83.4	4.31
GCF_003472385.1	ASM347238v1	Sutterella sp. AM11-39		AM11-39					GCF_003472385.1-RS_2024_08_14	Scaffold	2018-09-06	QRLV01	31	83.4	4.31
GCA_003477765.1	ASM347776v1	Eubacterium sp. AF34-35BH		AF34-35BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDZ01	23	99.36	0.64
GCF_003477765.1	ASM347776v1	Eubacterium sp. AF34-35BH		AF34-35BH					GCF_003477765.1-RS_2024_05_28	Scaffold	2018-09-06	QUDZ01	23	99.36	0.64
GCA_003635375.1	ASM363537v1	Parabacteroides sp. OF01-14		OF01-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-12	QTMX01	46	98.74	1.06
GCF_003635375.1	ASM363537v1	Parabacteroides sp. OF01-14		OF01-14					GCF_003635375.1-RS_2024_08_15	Scaffold	2018-10-12	QTMX01	46	98.74	1.06
GCA_003462565.1	ASM346256v1	Coprococcus sp. OM06-25		OM06-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-31	QTZG01		65.9	13.04
